iso_alpha_3,year,population_gnrl_rural,population_gnrl_urban,gdp_mmm_usd
BTN,2036,494902.2525073879,586279.832092612,17.3565409965826
BTN,2037,492116.303725126,601088.795474874,17.977305574662196
BTN,2038,489330.354942864,615897.758857136,18.585722967329037
BTN,2039,486544.40616060206,630706.7222393979,19.179013036669755
BTN,2040,483758.45737834,645515.68562166,19.754383427769852
BTN,2041,479850.8304555621,660860.509944438,20.347014930602946
BTN,2042,475943.203532784,676205.334267216,20.957425378521037
BTN,2043,472035.5766100061,691550.158589994,21.586148139876666
BTN,2044,468127.949687228,706894.982912772,22.233732584072964
BTN,2045,464220.32276445,722239.80723555,22.900744561595157
BTN,2046,459121.38243492,737809.31996508,23.587766898443014
BTN,2047,454022.44210539,753378.83269461,24.295399905396305
BTN,2048,448923.50177586,768948.34542414,25.024261902558194
BTN,2049,443824.56144633,784517.85815367,25.77498975963494
BTN,2050,438725.6211168,800087.3708832,26.548239452423992
BTN,2051,,,27.344686635996712
BTN,2052,,,28.165027235076614
BTN,2053,,,29.00997805212891
BTN,2054,,,29.880277393692783
BTN,2055,,,30.776685715503564
BTN,2056,,,31.699986286968674
BTN,2057,,,32.65098587557774
BTN,2058,,,33.63051545184507
BTN,2059,,,34.639430915400425
BTN,2060,,,35.67861384286243
BTN,2061,,,36.748972258148314
BTN,2062,,,37.844100910886816
BTN,2063,,,38.93997702314418
BTN,2064,,,40.02680039728584
BTN,2065,,,41.09366732732708
BTN,2066,,,42.13188425630606
BTN,2067,,,43.14690167513453
BTN,2068,,,44.15481384333872
BTN,2069,,,45.16646712655189
BTN,2070,,,46.19492291075871
BTN,2071,,,47.250066370978764
BTN,2072,,,48.317689352626076
BTN,2073,,,49.38167241684971
BTN,2074,,,50.4278992033382
BTN,2075,,,51.44674077500893
BTN,2076,,,52.429321329410115
BTN,2077,,,53.37975810184879
BTN,2078,,,54.31104217497564
BTN,2079,,,55.23226587003904
BTN,2080,,,56.157554551754444
BTN,2081,,,57.09610169265231
BTN,2082,,,58.03999079850168
BTN,2083,,,58.98272638751449
BTN,2084,,,59.917766525096376
BTN,2085,,,60.83639999571306
BTN,2086,,,61.73209997362032
BTN,2087,,,62.60345744604319
BTN,2088,,,63.452678007565886
BTN,2089,,,64.28395195375597
BTN,2090,,,65.10293899912054
BTN,2091,,,65.91565307001879
BTN,2092,,,66.72262294976296
BTN,2093,,,67.5228716413064
BTN,2094,,,68.31573807454174
BTN,2095,,,69.10059786122208
BTN,2096,,,69.87682895102918
BTN,2097,,,70.6438077638476
BTN,2098,,,71.40091195347497
BTN,2099,,,72.14751985609563
BTN,2100,,,72.88301270209516
BWA,1979,,,3.9279041864992346
BWA,1980,,,4.400038269716442
BWA,1981,,,4.758817390229121
BWA,1982,,,5.514232062754092
BWA,1983,,,6.109383129287143
BWA,1984,,,6.507531627822785
BWA,1985,,,7.0082861865837485
BWA,1986,,,7.612120124419805
BWA,1987,,,8.745564810945917
BWA,1988,,,10.793776089669448
BWA,1989,,,11.297305744252528
BWA,1990,,,12.29
BWA,1991,,,13.21
BWA,1992,,,13.6
BWA,1993,,,13.86
BWA,1994,,,14.36
BWA,1995,,,15.37
BWA,1996,,,16.27
BWA,1997,,,17.62
BWA,1998,,,17.7
BWA,1999,,,19.41
BWA,2000,,,19.79
BWA,2001,,,19.84
BWA,2002,,,21.05
BWA,2003,,,22.02
BWA,2004,,,22.62
BWA,2005,,,23.65
BWA,2006,,,25.63
BWA,2007,,,27.11
BWA,2008,,,27.99
BWA,2009,,,24.03
BWA,2010,,,26.47
BWA,2011,728266.9581,1287139.0419,28.28
BWA,2012,718574.60832,1320976.39168,28.23
BWA,2013,710095.05828,1352455.94172,31.36
BWA,2014,702444.34208,1386174.65792,33.15
BWA,2015,696549.1702,1424166.8298,31.54
BWA,2016,692623.14975,1467301.85025,33.81
BWA,2017,690188.788,1514887.212,35.2
BWA,2018,688707.63118,1565359.36882,36.68
BWA,2019,687148.53084,1616554.46916,37.79
BWA,2020,684863.74875,1666761.25125,34.49
BWA,2021,640598.638977235,1620858.91802276,38.59
BWA,2022,628305.27845002,1652766.62054998,40.82
BWA,2023,616011.917922805,1684674.32307719,42.144609
BWA,2024,603718.55739559,1716582.02560441,43.650857325660006
BWA,2025,591425.196868375,1748489.72813162,45.655741202627574
BWA,2026,577200.870154076,1780360.67904592,47.486992982264965
BWA,2027,562976.543439777,1812231.62996022,49.38267374211698
BWA,2028,548752.216725478,1844102.58087452,51.36933870676234
BWA,2029,534527.890011179,1875973.53178882,53.41332469390442
BWA,2030,520303.56329688,1907844.48270312,55.4911030244973
BWA,2031,504521.22404813,1940135.22595187,57.60031985045845
BWA,2032,488738.88479938,1972425.96920062,59.73844372330747
BWA,2033,472956.54555063,2004716.71244937,61.902767539402895
BWA,2034,457174.20630188,2037007.45569812,64.09041134424538
BWA,2035,441391.86705313,2069298.19894687,66.29832601505464
BWA,2036,424212.729965664,2102064.77483434,68.52329783611988
BWA,2037,407033.5928781979,2134831.3507218,70.76195397642593
BWA,2038,389854.45579073206,2167597.92660927,73.01076887379674
BWA,2039,372675.3187032661,2200364.50249673,75.26607152430832
BWA,2040,355496.1816158,2233131.0783842,77.52405367003756
BWA,2041,337050.120044486,2266482.05315551,79.84977528013869
BWA,2042,318604.058473172,2299833.02792683,82.24526853854285
BWA,2043,300157.996901858,2333184.00269814,84.6917508885193
BWA,2044,281711.93533054396,2366534.97746946,87.1401270563444
BWA,2045,263265.87375923,2399885.95224077,89.58024471641178
BWA,2046,243649.680215476,2434022.84398452,91.9925263962052
BWA,2047,224033.486671722,2468159.73572828,94.41500161758157
BWA,2048,204417.293127968,2502296.62747203,96.86967808693856
BWA,2049,184801.099584214,2536433.51921579,99.35819293485977
BWA,2050,165184.90604046,2570570.41095954,101.88607080366224
BWA,2051,,,104.43029148875469
BWA,2052,,,106.99316555658856
BWA,2053,,,109.54783904026444
BWA,2054,,,112.03981953409198
BWA,2055,,,114.45031307809815
BWA,2056,,,116.75626783158884
BWA,2057,,,119.04759173020966
BWA,2058,,,121.43745379425519
BWA,2059,,,124.00301372599979
BWA,2060,,,126.80824907880366
BWA,2061,,,129.9007561196772
BWA,2062,,,133.14060829371317
BWA,2063,,,136.3457872450923
BWA,2064,,,139.3490784502735
BWA,2065,,,141.94829398566984
BWA,2066,,,144.0065026111981
BWA,2067,,,145.70818634379546
BWA,2068,,,147.30044082119554
BWA,2069,,,148.98033893039363
BWA,2070,,,151.00354465359914
BWA,2071,,,153.54938004512255
BWA,2072,,,156.44525152704367
BWA,2073,,,159.45314006939063
BWA,2074,,,162.3493626238872
BWA,2075,,,164.92656275350907
BWA,2076,,,167.02217889344072
BWA,2077,,,168.74213774337807
BWA,2078,,,170.31092932651188
BWA,2079,,,171.91528522602707
BWA,2080,,,173.74886850469983
BWA,2081,,,176.00049232748123
BWA,2082,,,178.55544195640272
BWA,2083,,,181.2138837696384
BWA,2084,,,183.81245666544916
BWA,2085,,,186.16743778971312
BWA,2086,,,188.16537757426337
BWA,2087,,,189.8815495071839
BWA,2088,,,191.41000573811525
BWA,2089,,,192.8714733237799
BWA,2090,,,194.44844787046551
BWA,2091,,,196.25486351325824
BWA,2092,,,198.23753534144015
BWA,2093,,,200.32218910200692
BWA,2094,,,202.43474507651916
BWA,2095,,,204.5004922433606
BWA,2096,,,206.44496151853508
BWA,2097,,,208.19388187835082
BWA,2098,,,209.67314268981718
BWA,2099,,,210.80884771287185
BWA,2100,,,211.52727762100722
CAF,1979,,,2.595149468767375
CAF,1980,,,2.5174247421777918
CAF,1981,,,2.8435319432795025
CAF,1982,,,2.741960982265559
CAF,1983,,,2.5767029938644135
CAF,1984,,,2.832105794616254
CAF,1985,,,2.9378283039292787
CAF,1986,,,3.149146293830912
CAF,1987,,,3.149146293830912
CAF,1988,,,3.203248627158927
CAF,1989,,,3.3246517501282504
CAF,1990,,,3.37
CAF,1991,,,3.35
CAF,1992,,,3.14
CAF,1993,,,3.15
CAF,1994,,,3.3
CAF,1995,,,3.54
CAF,1996,,,3.4
CAF,1997,,,3.58
CAF,1998,,,3.75
CAF,1999,,,3.88
CAF,2000,,,3.79
CAF,2001,,,3.96
CAF,2002,,,4.1
CAF,2003,,,3.88
CAF,2004,,,4.11
CAF,2005,,,4.15
CAF,2006,,,4.34
CAF,2007,,,4.55
CAF,2008,,,4.64
CAF,2009,,,5.04
CAF,2010,,,5.27
CAF,2011,2689404.62735,1729234.37265,5.49
CAF,2012,2688997.43532,1747413.56468,5.77
CAF,2013,2683756.57465,1764188.42535,3.67
CAF,2014,2680332.91011,1783838.08989,3.67
CAF,2015,2683456.51633,1809714.48367,3.83
CAF,2016,2694566.91906,1843116.08094,4.01
CAF,2017,2712572.7746,1883450.2254,4.2
CAF,2018,2736175.645,1930199.355,4.35
CAF,2019,2763117.7317,1982061.2683,4.49
CAF,2020,2791700.18728,2038063.81272,4.53
CAF,2021,3068997.37781932,2275061.52278068,4.57
CAF,2022,3098459.93924066,2331129.06295934,4.6
CAF,2023,3127922.500662,2387196.603138,4.6334420000000005
CAF,2024,3157385.06208334,2443264.14331666,4.692240378980001
CAF,2025,3186847.62350468,2499331.68349532,4.7729469134984575
CAF,2026,3211495.81491769,2556880.14208231,4.8658284604351385
CAF,2027,3236144.0063307,2614428.6006692997,4.968546099234924
CAF,2028,3260792.19774371,2671977.05925629,5.084859763418014
CAF,2029,3285440.38915672,2729525.51784328,5.214574535982806
CAF,2030,3310088.58056973,2787073.97643027,5.349726826910869
CAF,2031,3328816.25995322,2844769.48544678,5.4905656807113346
CAF,2032,3347543.93933671,2902464.99446329,5.637353458473478
CAF,2033,3366271.6187202004,2960160.5034797997,5.79036660593679
CAF,2034,3384999.29810369,3017856.01249631,5.94989646989999
CAF,2035,3403726.97748717,3075551.52151283,6.116250166201604
CAF,2036,3417016.53433894,3133262.55986106,6.289751502734473
CAF,2037,3430306.0911907,3190973.5982093,6.470741961203613
CAF,2038,3443595.64804247,3248684.63655753,6.659581741602303
CAF,2039,3456885.20489423,3306395.67490577,6.856650873666755
CAF,2040,3470174.761746,3364106.713254,7.062350399876758
CAF,2041,3476844.61254872,3420021.51065128,7.27422091187306
CAF,2042,3483514.46335145,3475936.30804855,7.492447539229252
CAF,2043,3490184.31415417,3531851.10544583,7.71722096540613
CAF,2044,3496854.1649569,3587765.90284311,7.948737594368314
CAF,2045,3503524.01575962,3643680.70024038,8.187199722199363
CAF,2046,3503625.04409919,3696917.71330081,8.432815713865345
CAF,2047,3503726.07243877,3750154.72636123,8.685800185281305
CAF,2048,3503827.10077834,3803391.73942166,8.946374190839745
CAF,2049,3503928.12911792,3856628.75248209,9.214765416564937
CAF,2050,3504029.15745749,3909865.76554251,9.491208379061884
CAF,2051,,,9.775944630433743
CAF,2052,,,10.069222969346756
CAF,2053,,,10.371299658427159
CAF,2054,,,10.682438648179975
CAF,2055,,,11.002911807625374
CAF,2056,,,11.332999161854135
CAF,2057,,,11.67298913670976
CAF,2058,,,12.023178810811052
CAF,2059,,,12.383874175135386
CAF,2060,,,12.755390400389446
CAF,2061,,,13.138052112401132
CAF,2062,,,13.532193675773165
CAF,2063,,,13.93815948604636
CAF,2064,,,14.356304270627751
CAF,2065,,,14.786993398746583
CAF,2066,,,15.23060320070898
CAF,2067,,,15.687521296730251
CAF,2068,,,16.158146935632157
CAF,2069,,,16.642891343701123
CAF,2070,,,17.14217808401216
CAF,2071,,,17.656443426532523
CAF,2072,,,18.1861367293285
CAF,2073,,,18.731720831208353
CAF,2074,,,19.293672456144606
CAF,2075,,,19.87248262982894
CAF,2076,,,20.46865710872381
CAF,2077,,,21.082716821985525
CAF,2078,,,21.715198326645094
CAF,2079,,,22.366654276444446
CAF,2080,,,23.037653904737784
CAF,2081,,,23.72878352187992
CAF,2082,,,24.44064702753632
CAF,2083,,,25.173866438362406
CAF,2084,,,25.92908243151328
CAF,2085,,,26.706954904458676
CAF,2086,,,27.50816355159244
CAF,2087,,,28.333408458140212
CAF,2088,,,29.18341071188442
CAF,2089,,,30.058913033240955
CAF,2090,,,30.960680424238184
CAF,2091,,,31.889500836965333
CAF,2092,,,32.84618586207429
CAF,2093,,,33.831571437936525
CAF,2094,,,34.84651858107462
CAF,2095,,,35.89191413850686
CAF,2096,,,36.96867156266207
CAF,2097,,,38.071404313891236
CAF,2098,,,39.150363028660735
CAF,2099,,,40.1940533520338
CAF,2100,,,41.19101389729524
CAN,1979,,,721.6981827769165
CAN,1980,,,737.3085144703813
CAN,1981,,,763.1364317322787
CAN,1982,,,738.9755323036346
CAN,1983,,,757.9080854412537
CAN,1984,,,802.6170834014333
CAN,1985,,,840.6450808129932
CAN,1986,,,858.4751629770368
CAN,1987,,,893.4322716134618
CAN,1988,,,932.8415691143316
CAN,1989,,,954.6420765845335
CAN,1990,,,956.58
CAN,1991,,,936.58
CAN,1992,,,944.92
CAN,1993,,,970.03
CAN,1994,,,1013.62
CAN,1995,,,1040.81
CAN,1996,,,1058.39
CAN,1997,,,1103.69
CAN,1998,,,1146.66
CAN,1999,,,1205.61
CAN,2000,,,1267.56
CAN,2001,,,1291.33
CAN,2002,,,1330.06
CAN,2003,,,1354.08
CAN,2004,,,1395.96
CAN,2005,,,1440.77
CAN,2006,,,1478.78
CAN,2007,,,1509.09
CAN,2008,,,1524.11
CAN,2009,,,1479.68
CAN,2010,,,1525.42
CAN,2011,6491506.56512,27847821.43488,1573.27
CAN,2012,6548143.69586,28166078.30414,1600.9
CAN,2013,6603313.60188,28479640.39812,1638.13
CAN,2014,6655859.0417,28781575.9583,1685.2
CAN,2015,6691081.98828,29011826.01172,1696.15
CAN,2016,6752474.069,29357012.931,1713.77
CAN,2017,6815686.514,29729549.486,1765.76
CAN,2018,6890028.46476,30175055.53524,1814.2
CAN,2019,6962995.7714,30638234.2286,1848.82
CAN,2020,7013299.67352,31023904.32648,1755.67
CAN,2021,7010099.34202854,31129500.8859715,1848.49
CAN,2022,7057235.40324228,31457764.5927577,1919.1
CAN,2023,7104371.46445602,31786028.299544,1939.5576059999996
CAN,2024,7151507.52566976,32114292.0063302,1961.9401007732397
CAN,2025,7198643.5868835,32442555.713116497,2007.2216782990859
CAN,2026,7238874.85227928,32750802.795720696,2044.535929298666
CAN,2027,7279106.11767506,33059049.878324896,2078.9454689887625
CAN,2028,7319337.38307084,33367296.9609292,2113.7678055943243
CAN,2029,7359568.64846662,33675544.0435334,2148.85635116719
CAN,2030,7399799.913862401,33983791.12613761,2184.687202806926
CAN,2031,7433365.59562897,34271863.518371,2223.6215861310975
CAN,2032,7466931.27739554,34559935.9106045,2265.195672276464
CAN,2033,7500496.95916211,34848008.30283789,2308.4073222111547
CAN,2034,7534062.64092868,35136080.6950713,2352.3510734396004
CAN,2035,7567628.32269525,35424153.0873048,2396.0203008641874
CAN,2036,7597333.82466796,35704144.677332,2438.6491505622753
CAN,2037,7627039.32664067,35984136.267359294,2480.2130284239547
CAN,2038,7656744.82861338,36264127.85738661,2520.868132226164
CAN,2039,7686450.33058609,36544119.4474139,2560.8288327750206
CAN,2040,7716155.8325588,36824111.0374412,2600.104193667197
CAN,2041,7743433.028830901,37102404.959169105,2639.588501608771
CAN,2042,7770710.225103,37380698.880897,2679.218946607705
CAN,2043,7797987.4213751,37658992.802624896,2718.7962663940552
CAN,2044,7825264.6176472,37937286.72435279,2758.1935797072842
CAN,2045,7852541.813919299,38215580.6460807,2797.1943207884015
CAN,2046,7877742.284903099,38493716.5810969,2835.5834450313687
CAN,2047,7902942.7558869,38771852.5161131,2873.693207330083
CAN,2048,7928143.2268707,39049988.451129295,2911.6498562434913
CAN,2049,7953343.6978545,39328124.3861455,2949.6155385371767
CAN,2050,7978544.1688383,39606260.3211617,2987.795651067381
CAN,2051,,,3026.196461259726
CAN,2052,,,3064.9309927334857
CAN,2053,,,3104.2308121599203
CAN,2054,,,3144.16239698006
CAN,2055,,,3184.642949921033
CAN,2056,,,3225.9357615244508
CAN,2057,,,3268.49684902185
CAN,2058,,,3312.580810493637
CAN,2059,,,3358.4356702500486
CAN,2060,,,3406.492817116786
CAN,2061,,,3456.9612513502766
CAN,2062,,,3509.629201986545
CAN,2063,,,3564.109356592123
CAN,2064,,,3620.00507540531
CAN,2065,,,3677.0797911937425
CAN,2066,,,3735.0739313693216
CAN,2067,,,3794.1544484522196
CAN,2068,,,3854.4547725228613
CAN,2069,,,3916.324287209304
CAN,2070,,,3980.051886580387
CAN,2071,,,4045.7062600309964
CAN,2072,,,4112.9277453915365
CAN,2073,,,4181.335907731656
CAN,2074,,,4250.476948526153
CAN,2075,,,4319.864387222227
CAN,2076,,,4389.234259359136
CAN,2077,,,4458.808003232096
CAN,2078,,,4528.95603819697
CAN,2079,,,4600.285712642449
CAN,2080,,,4673.266352613024
CAN,2081,,,4748.224293157608
CAN,2082,,,4824.950592645082
CAN,2083,,,4902.83607914043
CAN,2084,,,4981.61833866373
CAN,2085,,,5061.0909397018295
CAN,2086,,,5140.897894483913
CAN,2087,,,5221.410749957702
CAN,2088,,,5303.285303121115
CAN,2089,,,5387.05223985403
CAN,2090,,,5473.41703479576
CAN,2091,,,5562.973123119061
CAN,2092,,,5655.526928401651
CAN,2093,,,5750.761122825043
CAN,2094,,,5848.364787125035
CAN,2095,,,5948.025716238246
CAN,2096,,,6049.430842148962
CAN,2097,,,6152.2680054314305
CAN,2098,,,6256.224989492271
CAN,2099,,,6360.990084518343
CAN,2100,,,6466.251363298199
CHE,1979,,,288.03430931023377
CHE,1980,,,302.75286251598675
CHE,1981,,,307.69076170362246
CHE,1982,,,303.5677054967939
CHE,1983,,,305.40429011504955
CHE,1984,,,314.7710396928781
CHE,1985,,,326.4584883966747
CHE,1986,,,332.4522662436376
CHE,1987,,,337.5786801891145
CHE,1988,,,348.6613882597231
CHE,1989,,,364.1105743735115
CHE,1990,,,377.63
CHE,1991,,,374.17
CHE,1992,,,374.01
CHE,1993,,,373.53
CHE,1994,,,378.28
CHE,1995,,,380.1
CHE,1996,,,381.89
CHE,1997,,,390.52
CHE,1998,,,402.36
CHE,1999,,,409.05
CHE,2000,,,425.24
CHE,2001,,,431.94
CHE,2002,,,431.62
CHE,2003,,,431.48
CHE,2004,,,443.14
CHE,2005,,,455.33
CHE,2006,,,473.87
CHE,2007,,,492.43
CHE,2008,,,506.26
CHE,2009,,,494.63
CHE,2010,,,510.67
CHE,2011,2086420.22862,5825977.77138,519.93
CHE,2012,2106932.96767,5889928.03233,526.06
CHE,2013,2129601.22796,5959744.77204,535.49
CHE,2014,2153942.23296,6034706.76704,548.07
CHE,2015,2176779.31672,6105616.68328,557.09
CHE,2016,2198922.29218,6174415.70782,568.61
CHE,2017,2217678.2976,6234161.7024,576.36
CHE,2018,2231009.62787,6283319.37213,592.85
CHE,2019,2242521.4728,6332758.5272,599.62
CHE,2020,2252846.93685,6383714.06315,586.78
CHE,2021,2121128.09506701,6022103.91413299,618.41
CHE,2022,2129116.79278047,6056371.96261953,634.3
CHE,2023,2137105.49049393,6090640.01110607,639.146052
CHE,2024,2145094.18820739,6124908.05959261,647.7170005573199
CHE,2025,2153082.88592085,6159176.10807915,656.7267440350722
CHE,2026,2160703.12077268,6192979.70442732,668.5478254277036
CHE,2027,2168323.35562451,6226783.30077549,676.570399332836
CHE,2028,2175943.59047634,6260586.89712366,688.7486665208271
CHE,2029,2183563.82532817,6294390.49347183,697.013650519077
CHE,2030,2191184.06018,6328194.089819999,705.3089808266308
CHE,2031,2197779.04769125,6359600.31830875,714.0033758413695
CHE,2032,2204374.0352025,6391006.5467975,723.1182448097234
CHE,2033,2210969.02271375,6422412.77528625,732.6425222925416
CHE,2034,2217564.010225,6453819.003775,742.5885537050125
CHE,2035,2224158.99773625,6485225.23226375,753.0047050834211
CHE,2036,2229596.08125949,6513769.64654051,763.9517767782476
CHE,2037,2235033.16478273,6542314.06081727,775.4683933132837
CHE,2038,2240470.24830597,6570858.47509403,787.5739959004134
CHE,2039,2245907.33182921,6599402.88937079,800.2276699050279
CHE,2040,2251344.41535245,6627947.30364755,813.4846351428215
CHE,2041,2255859.01645776,6654242.28674224,827.1514938550433
CHE,2042,2260373.61756307,6680537.26983693,841.2171936915739
CHE,2043,2264888.21866838,6706832.25293162,855.6818608944418
CHE,2044,2269402.81977369,6733127.23602631,870.43230706193
CHE,2045,2273917.420879,6759422.219121,885.4342548890751
CHE,2046,2277536.44847474,6783479.04812526,900.6659928427729
CHE,2047,2281155.47607048,6807535.87712952,916.2030729284375
CHE,2048,2284774.50366622,6831592.70613378,932.0501512314277
CHE,2049,2288393.53126196,6855649.53513804,948.2510543003168
CHE,2050,2292012.5588577003,6879706.364142301,964.8114841485113
CHE,2051,,,981.6677848424524
CHE,2052,,,998.7763227035072
CHE,2053,,,1016.0958851155274
CHE,2054,,,1033.6403194534053
CHE,2055,,,1051.3303888299424
CHE,2056,,,1069.1676929971134
CHE,2057,,,1087.2560982929388
CHE,2058,,,1105.64570507215
CHE,2059,,,1124.505643355442
CHE,2060,,,1143.9718365778679
CHE,2061,,,1164.135094834865
CHE,2062,,,1184.91289000418
CHE,2063,,,1206.0972483939302
CHE,2064,,,1227.5513452184846
CHE,2065,,,1249.1280778546618
CHE,2066,,,1270.7165994529228
CHE,2067,,,1292.3975134560726
CHE,2068,,,1314.4150029656234
CHE,2069,,,1336.987289727166
CHE,2070,,,1360.3107061692522
CHE,2071,,,1384.4613798021621
CHE,2072,,,1409.2727191570889
CHE,2073,,,1434.4855814689536
CHE,2074,,,1459.8211315070862
CHE,2075,,,1484.98576308344
CHE,2076,,,1509.8580040495144
CHE,2077,,,1534.56449466241
CHE,2078,,,1559.4758292316276
CHE,2079,,,1585.0004406063686
CHE,2080,,,1611.3481325353225
CHE,2081,,,1638.694674078736
CHE,2082,,,1666.8424690320726
CHE,2083,,,1695.4679964648292
CHE,2084,,,1724.325786598727
CHE,2085,,,1753.029131641371
CHE,2086,,,1781.3517082197857
CHE,2087,,,1809.577807840661
CHE,2088,,,1838.1117168508476
CHE,2089,,,1867.3321974895164
CHE,2090,,,1897.612930681252
CHE,2091,,,1929.305360695925
CHE,2092,,,1962.2741960301353
CHE,2093,,,1996.2342404905974
CHE,2094,,,2030.9196102751698
CHE,2095,,,2066.062608795992
CHE,2096,,,2101.3963298401836
CHE,2097,,,2136.652814774063
CHE,2098,,,2171.5661955813334
CHE,2099,,,2205.869226427238
CHE,2100,,,2239.2952345866956
CHL,1979,,,89.92524974056514
CHL,1980,,,97.06981083245304
CHL,1981,,,103.09978748136501
CHL,1982,,,89.09058835839714
CHL,1983,,,86.59427007259484
CHL,1984,,,91.69120880906776
CHL,1985,,,93.4956917984302
CHL,1986,,,98.72771071147034
CHL,1987,,,105.2249813533922
CHL,1988,,,112.89377799442742
CHL,1989,,,124.86616315073645
CHL,1990,,,129.45
CHL,1991,,,139.55
CHL,1992,,,155.14
CHL,1993,,,165.36
CHL,1994,,,173.68
CHL,1995,,,189.19
CHL,1996,,,202.06
CHL,1997,,,217.0
CHL,1998,,,226.07
CHL,1999,,,225.45
CHL,2000,,,236.66
CHL,2001,,,244.12
CHL,2002,,,251.94
CHL,2003,,,263.84
CHL,2004,,,281.45
CHL,2005,,,297.88
CHL,2006,,,315.9
CHL,2007,,,332.23
CHL,2008,,,344.82
CHL,2009,,,340.96
CHL,2010,,,360.92
CHL,2011,2217617.58912,15015966.41088,383.38
CHL,2012,2229159.99149,15171199.00851,406.98
CHL,2013,2241070.51294,15330440.48706,420.44
CHL,2014,2254856.29393,15504112.70607,427.98
CHL,2015,2271326.5984,15698029.4016,437.19
CHL,2016,2290337.07616,15918734.92384,444.85
CHL,2017,2310651.4185,16159783.5815,450.89
CHL,2018,2329159.08376,16400006.91624,468.88
CHL,2019,2341902.96495,16610132.03505,472.37
CHL,2020,2346132.33057,16770076.66943,443.34
CHL,2021,2280658.21882774,16409127.969172304,495.38
CHL,2022,2282602.06968368,16530080.6463163,507.46
CHL,2023,2284545.92053962,16651033.3234604,508.57133739999995
CHL,2024,2286489.77139556,16771986.0006044,518.656307020642
CHL,2025,2288433.6222515,16892938.677748498,531.7990578405451
CHL,2026,2286980.7967924,16995240.7832076,544.3229256526898
CHL,2027,2285527.9713333,17097542.8886667,557.0927414885019
CHL,2028,2284075.1458742,17199844.9941258,569.8891617604928
CHL,2029,2282622.3204151,17302147.0995849,583.1105903133363
CHL,2030,2281169.494956,17404449.205044,597.2623277045017
CHL,2031,2276355.01621569,17486362.7017843,612.0997869497011
CHL,2032,2271540.53747538,17568276.1985246,627.6566156421782
CHL,2033,2266726.05873507,17650189.6952649,643.9685147097573
CHL,2034,2261911.57999476,17732103.1920052,661.0733700832784
CHL,2035,2257097.10125445,17814016.6887455,679.0113938212459
CHL,2036,2249158.13210438,17875241.393895604,697.8252754054278
CHL,2037,2241219.16295431,17936466.0990457,717.5378895166024
CHL,2038,2233280.19380424,17997690.8041958,737.7553351717565
CHL,2039,2225341.22465417,18058915.5093458,758.5301779151645
CHL,2040,2217402.2555041,18120140.214495897,779.9945199037562
CHL,2041,2206800.80469205,18162272.045307897,801.778303298773
CHL,2042,2196199.35388,18204403.87612,823.8035979140741
CHL,2043,2185597.90306795,18246535.706932,845.9744571458285
CHL,2044,2174996.4522559,18288667.5377441,868.1970044328654
CHL,2045,2164395.00144385,18330799.3685561,890.4041563137617
CHL,2046,2151155.19280832,18351862.6211917,912.5197010790534
CHL,2047,2137915.38417279,18372925.8738272,934.5514671016934
CHL,2048,2124675.57553726,18393989.126462694,956.5247542822598
CHL,2049,2111435.76690174,18415052.3790983,978.4877005463871
CHL,2050,2098195.95826621,18436115.6317338,1000.3560677810478
CHL,2051,,,1022.1181976300286
CHL,2052,,,1043.8086265693362
CHL,2053,,,1065.3922322624865
CHL,2054,,,1086.9073479633623
CHL,2055,,,1108.4258973440672
CHL,2056,,,1129.933717403353
CHL,2057,,,1151.5545186545467
CHL,2058,,,1173.282656650043
CHL,2059,,,1195.2458064906698
CHL,2060,,,1217.5665649525574
CHL,2061,,,1240.2299139247657
CHL,2062,,,1263.0921378328596
CHL,2063,,,1286.066323398477
CHL,2064,,,1309.0736855141113
CHL,2065,,,1332.0241909648187
CHL,2066,,,1354.8137254045314
CHL,2067,,,1377.422946076689
CHL,2068,,,1399.917416336105
CHL,2069,,,1422.4601979138806
CHL,2070,,,1445.1187562750176
CHL,2071,,,1467.910148022186
CHL,2072,,,1490.7982106497475
CHL,2073,,,1513.6891699654082
CHL,2074,,,1536.5520647994886
CHL,2075,,,1559.320986760479
CHL,2076,,,1581.9580290157871
CHL,2077,,,1604.4551116636558
CHL,2078,,,1626.7868480470831
CHL,2079,,,1649.0724566925912
CHL,2080,,,1671.308296836114
CHL,2081,,,1693.519766853023
CHL,2082,,,1715.764989191073
CHL,2083,,,1738.0188797899682
CHL,2084,,,1760.2111134291717
CHL,2085,,,1782.3865741149618
CHL,2086,,,1804.4708636162316
CHL,2087,,,1826.4360509129115
CHL,2088,,,1848.4061873568528
CHL,2089,,,1870.329888592182
CHL,2090,,,1891.9980350485957
CHL,2091,,,1913.5562000643129
CHL,2092,,,1935.1131094097454
CHL,2093,,,1956.6888316627487
CHL,2094,,,1978.3423232387229
CHL,2095,,,2000.1317716827396
CHL,2096,,,2022.1152625556106
CHL,2097,,,2044.3504000403118
CHL,2098,,,2066.8949707995366
CHL,2099,,,2089.8072284692676
CHL,2100,,,2113.144471014225
CHN,1979,,,616.3740929977488
CHN,1980,,,665.1292837538707
CHN,1981,,,699.050877225318
CHN,1982,,,761.9654561755967
CHN,1983,,,844.2577254425612
CHN,1984,,,972.5848997098304
CHN,1985,,,1103.893587019655
CHN,1986,,,1202.140116264404
CHN,1987,,,1342.7905098673393
CHN,1988,,,1493.1830469724814
